"ID","Description","Rationale","Source","Type","Parent","Owner_agent","Priority","VV_Method","VV_Status","Phase","Trade_Study","Risk","Confidence","Falsifying_Observation"
"SsR-GS-011","Ground Equipment CE marking Direttiva Macchine + sicurezza ATEX hangar","SyR-C-009 + SyR-S-008","SyR-C-009,SyR-S-008","SsR","SyR-C-009","aviation-regulatory-counsel","M","I","Open","Phase B","-","RSK-REG-022,RSK-REG-029","medium","Ente notificato non rilascia CE → ground ops bloccate"
"IR-PAY-001","Interfaccia payload-bus: 1 Gbps Ethernet + 28 VDC ≤80 W + RS-422 backup","Compatibilità payload modulare + ICD swap","SsR-PAY-009 + ICD prelim","IR","SsR-PAY-009","aerospace-SE","H","I+T","Open","Phase A","TS-AVI-6A","RSK-TEC-004","high","Payload vendor non rispetta ICD → integrazione 30-min non possibile"
"IR-PAY-002","Interfaccia meccanica payload: standard MIL-STD-1760 quick-release o equivalente","Modularità + ground turnaround","SyR-O-004,SsR-PAY-009","IR","SsR-PAY-009","aerospace-SE","H","I+T","Open","Phase A","-","-","high","Quick-release non si conforma MIL-STD → re-design mount"
"IR-C2-001","Interfaccia C2 link: protocollo MAVLink v2 + DTLS over UDP + crypto AES-256","Standardizzazione C2 + SyR-S-006","SyR-S-006,SsR-COMMS-006","IR","SsR-COMMS-006","avionics-gnc-engineer","H","I+T","Open","Phase A","-","RSK-TEC-005","high","MAVLink crypto vulnerability → re-design protocol stack"
"IR-GS-001","Interfaccia GS-cloud: REST API + OAuth2 + audit log GDPR-compliant","Data delivery + GDPR Art.30","SyR-C-003,SsR-GS-007","IR","SsR-GS-007","data-privacy-counsel","H","I+T","Open","Phase A","-","RSK-REG-021","high","API audit fails GDPR Art.30 → re-design log"
"IR-GS-002","Interfaccia GS-PA (cliente): SFTP/HTTPS data delivery + portal role-based","Data delivery PA + SyR-C-008 AgID compliance","SsR-GS-007,SyR-C-008","IR","SsR-GS-007","data-privacy-counsel","H","I+D","Open","Phase A","-","RSK-REG-021","medium","PA non accetta SFTP standard → re-design integration"
"IR-PROP-001","Interfaccia powertrain-FCS: CAN bus + RS-485 backup + ECU standard CCITT","Standardizzazione + ridondanza","SsR-PROP-001,SsR-AVI-001","IR","SsR-PROP-001","propulsion-energy-engineer","M","I+T","Open","Phase A","-","-","high","Vendor CAN bus non-standard → re-design ECU"
"IR-PROP-002","Interfaccia batteria-BMS: SMBus + thermal sensors + cycle count storage","Sicurezza batterie + cycle life monitoring","SsR-PROP-008","IR","SsR-PROP-008","propulsion-energy-engineer","H","I+T","Open","Phase A","-","RSK-REG-022","medium","BMS not detecting cycle count → reduced safety"
"IR-AVI-001","Interfaccia IMU-FCS: synchronous serial @ 1 kHz + cross-check N+1 ridondanza","Sicurezza + SyR-S-003","SsR-AVI-005","IR","SsR-AVI-005","avionics-gnc-engineer","H","I+T","Open","Phase A","-","-","high","IMU sync drift >1ms → re-design synchronization"
"IR-AVI-002","Interfaccia GNSS-FCS: NMEA 0183 + binary high-rate (10 Hz) + RAIM monitoring","Sicurezza navigazione + SyR-S-003","SsR-AVI-003","IR","SsR-AVI-003","avionics-gnc-engineer","H","I+T","Open","Phase A","-","-","high","GNSS update rate <5 Hz → re-spec receiver"
"IR-AVI-003","Interfaccia FCS-payload (OBC): time-sync (PTP IEEE 1588) + shared metadata bus","Sincronizzazione metadata + payload control","SsR-AVI-011,SsR-PAY-001","IR","SsR-AVI-011","avionics-gnc-engineer","M","I+T","Open","Phase A","-","-","medium","Time-sync drift >100 ms → re-design PTP"
"IR-COMMS-001","Interfaccia RF antenna-link: SMA/N-type connector + RF coax certified aerospace","Mechanical RF + reliability","SsR-COMMS-009","IR","SsR-COMMS-009","telecom-ntn-payload-expert","M","I","Open","Phase A","-","-","high","Coax loss >2 dB/m → re-spec antenna chain"
"IR-COMMS-002","Interfaccia SATCOM modem-FCS: serial RS-232/Ethernet + Iridium SBD protocol","Backup C2 + SsR-COMMS-004","SsR-COMMS-004","IR","SsR-COMMS-004","telecom-ntn-payload-expert","H","I+T","Open","Phase A","-","-","high","Iridium SBD latency >5s → revisione protocol"
"IR-ENAV-001","Interfaccia U-Space ENAV/D-Flight: standard CIS (Common Information Service) + REST API","ENAV coordination + StNeed-024 + NegR-Reg-003","StNeed-024,NegR-Reg-003","IR","StNeed-024","avionics-gnc-engineer","H","I+D","Open","Phase B","-","RSK-REG-030","low","ENAV API non disponibile → manual workaround coordination"
"IR-PC-001","Interfaccia GS-Protezione Civile: integrazione push alert hotspot + SiNAPS protocol","UC-002 antincendio + emergency response","SyR-F-003 + Protocollo PC","IR","SyR-F-003","telecom-ntn-payload-expert","H","I+D","Open","Phase A","-","RSK-OPS-002","medium","PC SiNAPS protocol non integrabile → custom integration"
"IR-DPM-001","Interfaccia GS-DPO (Data Protection Officer) audit: log accesso + DPIA tracking","GDPR Art.30 + DPIA compliance","SyR-C-003,StNeed-014","IR","SyR-C-003","data-privacy-counsel","H","I","Open","Phase A","-","RSK-TEC-006","high","Log non auditable per DPO → revisione architettura"
"IR-BMS-001","Interfaccia BMS-charger ground: IEC 62196 connector + protocol OCPP per smart charging","Ground operations + StNeed-009 sostenibilità","SsR-PROP-006","IR","SsR-PROP-006","propulsion-energy-engineer","M","I+T","Open","Phase A","-","-","medium","Charger non OCPP-compatible → re-spec ground equipment"
"IR-HUMS-001","Interfaccia HUMS-GS dashboard: SNMP+REST API + real-time anomaly push","Maintenance predittiva + SyR-O-008","SsR-AVI-015","IR","SsR-AVI-015","avionics-gnc-engineer","M","I+D","Open","Phase A","-","-","medium","HUMS not real-time → re-design data path"
"IR-MET-001","Interfaccia mission planner-meteo: API meteo aeronautico (TAF, METAR) + ENAV briefing","Pre-flight ConOps + safety","SsR-GS-006","IR","SsR-GS-006","vtol-uas-specialist","M","I+D","Open","Phase A","-","-","high","Meteo API non disponibile → manual briefing"
"IR-NOTAM-001","Interfaccia mission planner-NOTAM: API ICAO NOTAM + ENAV NOTAM Office","Pre-flight legal + safety","SsR-GS-006","IR","SsR-GS-006","aviation-regulatory-counsel","H","I+D","Open","Phase A","-","-","high","NOTAM API non integrabile → manual workaround"
"IR-INS-001","Interfaccia broker assicurativi: claim portal + flight log automated reporting","OpEx insurance + SyR-C-010","SyR-C-010","IR","SyR-C-010","financial-cfo-analyst","L","I","Open","Phase A","-","RSK-REG-026","low","Insurance portal non disponibile → manual claim"
"IR-COOP-001","Interfaccia data delivery cooperative: dashboard analytics + scheduled report PDF/GeoJSON","UC-005 cooperative + StNeed-005/006","Multiple StNeeds cooperative","IR","StNeed-005","earth-observation-expert","M","I+D","Open","Phase A","-","-","medium","Cooperative user feedback negativo su dashboard → re-design UX"
"IR-CER-001","Interfaccia ENAC SORA application portal: digital submission + tracking","SAIL III submission + SyR-F-002/C-001","SyR-F-002,SyR-C-001","IR","SyR-F-002","aviation-regulatory-counsel","H","I","Open","Pre-A","-","RSK-REG-002","high","ENAC portal richiede formato non supportato → revisione submission"
"NegR-B-001","Sistema NON deve essere venduto come prodotto/asset agli utenti pilota o terzi: HALE/VTOL erogato esclusivamente come servizio ricorrente","Boundary B1 (service-only). Vendita trasformerebbe Firmamento in OEM aeronautico (Part 21J/G, capex >€50M)","Boundary B1 (CLAUDE.md) + StNeed-015 + SyR-Cost-004","NegR","Boundary B1","business-model-strategist","Critical","I (contract clause review)","Active","All phases","-","RSK-FIN-002","boundary","Firma contratto vendita asset (anche prototipale, 1 cliente) → re-baseline business model + revisione B1"
"NegR-B-002","Sistema NON deve essere offerto come servizio retail B2C (vendita diretta consumatori, abbonamenti residenziali, app store)","Boundary B1 + scelta wholesale B2B/B2G via cooperative + PA","Boundary B1 + visione 10 anni","NegR","Boundary B1","business-model-strategist","Medium","I (catalogo + canali commerciali)","Active","All phases","-","-","high","Apertura canale e-commerce o app store con abbonamenti individuali → violazione modello"
"NegR-B-003","Sistema NON deve concorrere head-to-head in scala assoluta con Tier 1 HAPS (Airbus Zephyr, AALTO Sunglider, Aerovironment Sceye)","Asimmetria capitale + maturità. Strategy = nicchie regolatorie IT + nodo italiano consortium EU","Cap.7 §7.4 + Boundary B2","NegR","Boundary B2","sovereign-strategist","High","I (annual positioning audit)","Active","All phases","-","-","high","Lancio bid head-to-head tender internazionale (NATO ISR) senza partner Tier 1 → violazione"
"NegR-Geo-001","Sistema NON deve utilizzare cloud USA (AWS, Azure, GCP, Oracle US) come DEFAULT per imagery EO, dati C2, telemetria, dati personali UE","Sovranità dati UE (GDPR Art.44-50 + Schrems II + Data Act 2024). Eccezione solo con accordo + DPIA + DR","StNeed-014 + SyR-C-003 + SsR-GS-002 + RESERVED-rischi-geopolitici","NegR","Boundary B2","data-privacy-counsel","Critical","I (provider contracts + audit semestrale)","Active","All phases","-","RSK-REG-021","high","Imagery EO o dati UE in datacenter US senza accordo + DPIA → violazione GDPR+NIS2+sovranità"
"NegR-Geo-002","Sistema NON deve sviluppare capability dual-use militare offensiva (armamento, weapon-mount, kinetic, targeting militare letale)","Scope civile + boundary B1 cooperative + ISR difensivo only (NATO DIANA conditional)","Boundary B1 + Cap.5.7.2 + RESERVED-rischi-geopolitici","NegR","Boundary B1","sovereign-strategist","Critical","I (payload roadmap + contracts no-offensive clause)","Active","All phases","-","-","high","Firma contratto/PoC per integrazione payload kinetic/weapon/targeting → re-baseline governance"
"NegR-Geo-003","Sistema NON deve operare in difesa pura (clienti unici Difesa/NATO ISR/strike) senza separazione strutturale (società dedicata, governance separata)","Commistione civile-difesa pura compromette natura cooperativa + eligibility bandi civili","Boundary B1 + Cap.5.7.2 + Cap.7.3","NegR","Boundary B1","sovereign-strategist","High","I (bilancio + segregazione revenue stream)","Active","All phases","-","-","high",">30% fatturato annuo da clienti Difesa nazionali senza società/divisione separata"
"NegR-Geo-004","Sistema NON deve dipendere, per sottosistemi critici Phase B (6B), da componenti ITAR-classified US senza piano EU-sourcing alternative","Sovranità tech + ITAR limita export control. FCS DAL-C, GNSS anti-spoofing, propulsion solare, batterie LiS/SS = EU sourced o EU alternative entro M+24","Boundary B2 + RESERVED + SyR-F-005 + RSK-GEO-001","NegR","Boundary B2","sovereign-strategist","High","I (BoM ITAR flag + audit annuale)","Active","Phase B+","-","-","medium",">20% valore BoM Phase B in componenti ITAR US senza piano EU-sourcing entro M+24"
"NegR-Reg-001","Sistema NON deve trattare dati personali (volti riconoscibili, targhe, biometrici, geolocalizzazione individuale) senza DPIA documentata + approvata dal DPO (e Garante se richiesto)","GDPR Art.35-36 DPIA obbligatoria. Posizione Garante 2025 droni urbani. Sanzioni fino 4% fatturato globale","StNeed-008+014 + SyR-C-003 + SsR-GS-003","NegR","SyR-C-003","data-privacy-counsel","Critical","I (registro trattamenti + DPIA per use case)","Active","All phases","-","RSK-TEC-006","high","Missione operativa acquisisce imagery riconoscibile senza DPIA depositata e validata DPO"
"NegR-Reg-002","Sistema NON deve eseguire onboard processing dati biometrici (face recognition, identificazione individuale ML in-flight) né classificare individui in categorie sensibili","AI Act Art.5 (pratiche proibite) + Art.6 Annex III. Pipeline ML on-board = anonimizzazione edge-level (non identification)","SyR-C-007 + SsR-PAY-013 + SsR-GS-003 + AI Act + Garante","NegR","SyR-C-007","data-privacy-counsel","High","I (algorithmic audit + ML pipeline design review)","Active","All phases","-","RSK-REG-016","high","Pipeline ML on-board che esegue identificazione biometrica individuale >1:N senza anonimizzazione preventiva"
"NegR-Reg-003","Sistema NON deve operare in spazio aereo controllato (CTR, TMA, AWY, classi A-D ICAO) senza coordinamento formale ENAV/D-Flight + clearance ATC esplicita","Reg.UE 2019/947 + ENAC Reg.APR Ed.3 + ENAV U-Space. Operazioni HALE Phase B richiedono climb/descent CTR Genova/Milano/Roma","StNeed-011 + SyR-F-002 + SyR-S-004 + IR-ENAV-001","NegR","SyR-S-004","aviation-regulatory-counsel","High","I (LoA ENAV + Operations Manual ATC procedures)","Active","All phases","-","RSK-REG-030","high","Volo BVLOS in CTR senza LoA ENAV + clearance ATC → enforcement ENAC + sospensione"
"NegR-Tech-001","Sistema NON deve sviluppare Type Certificate proprio EASA Part 21J (DOA+TC) IN AUTONOMIA per HALE Phase B: TC richiede consorzio EU (lead OEM Tier 1 + Firmamento technology partner / service operator)","CapEx TC EASA full-cycle: €50-200M + 5-8 anni + 50-150 FTE qualified. Strategy = certification via consorzio EU lead OEM","Boundary B2 + Cap.5.1 + Cap.6.2 + RSK-FIN-001","NegR","Boundary B2","aviation-regulatory-counsel","High","I (piano certificazione + roadmap consorzio)","Active","Phase B+","-","RSK-TEC-003","high","Attivazione programma TC standalone Firmamento HALE con budget >€5M + timeline >24m senza partner lead OEM"
"NegR-Tech-002","Sistema NON deve usare componenti DJI (o vendor cinesi soggetti ban/restrizioni EU/USA) come componenti critici C2/autopilota/gimbal/GS per applicazioni sicurezza nazionale o PA italiana","Trump-era export ban DJI USA (NDAA 2024); MIT/MEF/ACN posizione su componentistica CN in PA italiana (NIS2 + Golden Power)","SyR-C-004 + AS-008 vendor JOUAV CN + RESERVED + SsR-AVI-016","NegR","SyR-C-004","avionics-gnc-engineer","Medium","I (BoM audit + no-DJI clause contratti)","Active","All phases","-","RSK-SUP-001","medium","Vendor JOUAV (CN) bannato EU entro M+12 senza piano sostituzione EU vendor (Quantum, FlyingBasket) documentato"
"NegR-Tech-003","Sistema NON deve trasferire ground segment, mission control, data hosting, dati operativi a infrastrutture extra-UE come DEFAULT operativo, anche se più economiche","Sovranità tech + GDPR + NIS2 + accordi quadro PA italiana (cloud certificato AgID/ACN, PSN)","SyR-C-004 + SyR-C-008 + SsR-GS-002 + NegR-Geo-001","NegR","SyR-C-008","data-privacy-counsel","High","I (datacenter location + certificazioni AgID/ACN/GAIA-X)","Active","All phases","-","RSK-REG-021","high","Spostamento ground segment o data hosting in datacenter extra-UE per costi, senza accordo + DPIA"
"NegR-Mkt-001","Sistema NON deve essere comunicato pubblicamente come 'alternativa europea a Starlink' o 'Starlink europeo' in materiali ufficiali","Boundary B2 (linguaggio pubblico: 'complementare a IRIS²'). Geopolitica: evitare confronto US strategico + preservare opzionalità consorzio EU","Boundary B2 + RESERVED-rischi-geopolitici","NegR","Boundary B2","sovereign-strategist","Critical","I (process audit materiali pubblici pre-publication)","Active","All phases","-","-","boundary","Linguaggio 'alternativa Starlink' / 'Starlink europeo' appare in materiali pubblici ufficiali"
"NegR-Mkt-002","Sistema NON deve essere comunicato come 'capability militare offensiva' o 'arma' o 'UCAV' in materiali ufficiali (anche conferenze difesa)","Coerenza NegR-Geo-002 + NegR-Geo-003. Positioning = 'ISR civili + dual-use difensivo NATO DIANA conditional'","Boundary B1 + Cap.5.7.2 + NegR-Geo-002","NegR","NegR-Geo-002","sovereign-strategist","High","I (process audit pre-publication + monitoring stampa)","Active","All phases","-","-","high","Materiale pubblico ufficiale usa 'UCAV', 'armamento', 'strike capability'"
"VR-F-001.1","Verify SyR-F-001 by Analysis del payload+platform per GSD calculation","V&V plan for SyR-F-001 (NASA SE §5.3-5.4)","SyR-F-001","VR","SyR-F-001","V&V engineer","M","A","Planned","Phase A","TS-PAYLOAD-EO","-","high","VR fails or returns negative for SyR-F-001"
"VR-F-001.2","Verify SyR-F-001 by Test in volo Pentema con GSD fly-and-measure","V&V plan for SyR-F-001 (NASA SE §5.3-5.4)","SyR-F-001","VR","SyR-F-001","V&V engineer","M","T","Planned","Phase A","TS-PAYLOAD-EO","-","high","VR fails or returns negative for SyR-F-001"
"VR-F-002.1","Verify SyR-F-002 by Inspection ENAC SORA approval letter","V&V plan for SyR-F-002 (NASA SE §5.3-5.4)","SyR-F-002","VR","SyR-F-002","V&V engineer","M","I","Planned","Pre-A","-","-","high","VR fails or returns negative for SyR-F-002"
"VR-F-003.1","Verify SyR-F-003 by Demonstration scenario fuoco-pilota Pentema","V&V plan for SyR-F-003 (NASA SE §5.3-5.4)","SyR-F-003","VR","SyR-F-003","V&V engineer","M","D","Planned","Phase A","-","-","high","VR fails or returns negative for SyR-F-003"
"VR-F-003.2","Verify SyR-F-003 by Analysis FAR (False Alarm Rate) target ≤5%","V&V plan for SyR-F-003 (NASA SE §5.3-5.4)","SyR-F-003","VR","SyR-F-003","V&V engineer","M","A","Planned","Phase A","-","-","high","VR fails or returns negative for SyR-F-003"
"VR-F-004.1","Verify SyR-F-004 by Test LTE coverage in raggio 5 km da velivolo","V&V plan for SyR-F-004 (NASA SE §5.3-5.4)","SyR-F-004","VR","SyR-F-004","V&V engineer","M","T","Planned","Phase A","-","-","high","VR fails or returns negative for SyR-F-004"
"VR-F-005.1","Verify SyR-F-005 by Analysis energy balance perennial estate completa","V&V plan for SyR-F-005 (NASA SE §5.3-5.4)","SyR-F-005","VR","SyR-F-005","V&V engineer","M","A","Planned","Phase B","TS-PROP-6B","-","high","VR fails or returns negative for SyR-F-005"
"VR-F-005.2","Verify SyR-F-005 by Test subscale prototype in test bed stratosferico TRL 5","V&V plan for SyR-F-005 (NASA SE §5.3-5.4)","SyR-F-005","VR","SyR-F-005","V&V engineer","M","T","Open","Phase B","TS-PROP-6B","-","medium","VR fails or returns negative for SyR-F-005"
"VR-F-006.1","Verify SyR-F-006 by Demonstration SAR scenario VVF","V&V plan for SyR-F-006 (NASA SE §5.3-5.4)","SyR-F-006","VR","SyR-F-006","V&V engineer","M","D","Open","Phase A","-","-","medium","VR fails or returns negative for SyR-F-006"
"VR-F-007.1","Verify SyR-F-007 by Analysis multispectral + Test cooperative agricole","V&V plan for SyR-F-007 (NASA SE §5.3-5.4)","SyR-F-007","VR","SyR-F-007","V&V engineer","M","A+T","Open","Phase A","TS-PAYLOAD-EO","-","medium","VR fails or returns negative for SyR-F-007"
"VR-F-008.1","Verify SyR-F-008 by Test ortomosaico accuracy ≤2m posizionale","V&V plan for SyR-F-008 (NASA SE §5.3-5.4)","SyR-F-008","VR","SyR-F-008","V&V engineer","M","T","Open","Phase A","-","-","medium","VR fails or returns negative for SyR-F-008"
"VR-F-009.1","Verify SyR-F-009 by Demonstration missione Enti Parco stagionale","V&V plan for SyR-F-009 (NASA SE §5.3-5.4)","SyR-F-009","VR","SyR-F-009","V&V engineer","M","D","Open","Phase A","-","-","medium","VR fails or returns negative for SyR-F-009"
"VR-F-010.1","Verify SyR-F-010 by Analysis link budget HAPS NTN + Test gNodeB subscale","V&V plan for SyR-F-010 (NASA SE §5.3-5.4)","SyR-F-010","VR","SyR-F-010","V&V engineer","M","A+T","Open","Phase B+","TS-COMMS","-","medium","VR fails or returns negative for SyR-F-010"
"VR-P-001.1","Verify SyR-P-001 by Test in volo autonomia 4h con payload pieno","V&V plan for SyR-P-001 (NASA SE §5.3-5.4)","SyR-P-001","VR","SyR-P-001","V&V engineer","M","T","Planned","Phase A","TS-PLATFORM-6A","-","high","VR fails or returns negative for SyR-P-001"
"VR-P-002.1","Verify SyR-P-002 by Test in volo cruise speed","V&V plan for SyR-P-002 (NASA SE §5.3-5.4)","SyR-P-002","VR","SyR-P-002","V&V engineer","M","T","Planned","Phase A","TS-PLATFORM-6A","-","high","VR fails or returns negative for SyR-P-002"
"VR-P-003.1","Verify SyR-P-003 by Inspection datasheet + Test peso bilancia ground","V&V plan for SyR-P-003 (NASA SE §5.3-5.4)","SyR-P-003","VR","SyR-P-003","V&V engineer","M","I+T","Planned","Phase A","TS-PLATFORM-6A","-","high","VR fails or returns negative for SyR-P-003"
"VR-P-004.1","Verify SyR-P-004 by Analysis CFD + Test wind tunnel subscale","V&V plan for SyR-P-004 (NASA SE §5.3-5.4)","SyR-P-004","VR","SyR-P-004","V&V engineer","M","A+T","Open","Phase B","TS-MATERIAL","-","medium","VR fails or returns negative for SyR-P-004"
"VR-P-005.1","Verify SyR-P-005 by Analysis energy balance estate simulation completa","V&V plan for SyR-P-005 (NASA SE §5.3-5.4)","SyR-P-005","VR","SyR-P-005","V&V engineer","M","A","Planned","Phase B","TS-PROP-6B","-","high","VR fails or returns negative for SyR-P-005"
"VR-P-006.1","Verify SyR-P-006 by Analysis energy balance worst-case inverno","V&V plan for SyR-P-006 (NASA SE §5.3-5.4)","SyR-P-006","VR","SyR-P-006","V&V engineer","M","A","Planned","Phase B","TS-PROP-6B","-","high","VR fails or returns negative for SyR-P-006"
"VR-P-007.1","Verify SyR-P-007 by Analysis + Test GSD ground truth","V&V plan for SyR-P-007 (NASA SE §5.3-5.4)","SyR-P-007","VR","SyR-P-007","V&V engineer","M","A+T","Planned","Phase A","TS-PAYLOAD-EO","-","high","VR fails or returns negative for SyR-P-007"
"VR-P-008.1","Verify SyR-P-008 by Analysis + Test IR GSD ground truth","V&V plan for SyR-P-008 (NASA SE §5.3-5.4)","SyR-P-008","VR","SyR-P-008","V&V engineer","M","A+T","Planned","Phase A","TS-PAYLOAD-EO","-","high","VR fails or returns negative for SyR-P-008"
"VR-P-009.1","Verify SyR-P-009 by Test range C2 link Pentema","V&V plan for SyR-P-009 (NASA SE §5.3-5.4)","SyR-P-009","VR","SyR-P-009","V&V engineer","M","T","Planned","Phase A","TS-COMMS","-","high","VR fails or returns negative for SyR-P-009"
"VR-P-010.1","Verify SyR-P-010 by Analysis + Test throughput downlink","V&V plan for SyR-P-010 (NASA SE §5.3-5.4)","SyR-P-010","VR","SyR-P-010","V&V engineer","M","A+T","Planned","Phase A","TS-COMMS","-","high","VR fails or returns negative for SyR-P-010"
"VR-P-011.1","Verify SyR-P-011 by Inspection MTOW + bilancia ground","V&V plan for SyR-P-011 (NASA SE §5.3-5.4)","SyR-P-011","VR","SyR-P-011","V&V engineer","M","I","Planned","Pre-A","-","-","high","VR fails or returns negative for SyR-P-011"
"VR-P-012.1","Verify SyR-P-012 by Analysis + Test peso 6B prototipo","V&V plan for SyR-P-012 (NASA SE §5.3-5.4)","SyR-P-012","VR","SyR-P-012","V&V engineer","M","A+T","Open","Phase B","TS-MATERIAL","-","medium","VR fails or returns negative for SyR-P-012"
"VR-O-001.1","Verify SyR-O-001 by Demonstration uptime monitoring Y1","V&V plan for SyR-O-001 (NASA SE §5.3-5.4)","SyR-O-001","VR","SyR-O-001","V&V engineer","M","D","Planned","Phase A","-","-","high","VR fails or returns negative for SyR-O-001"
"VR-O-002.1","Verify SyR-O-002 by Demonstration reaction time emergenza","V&V plan for SyR-O-002 (NASA SE §5.3-5.4)","SyR-O-002","VR","SyR-O-002","V&V engineer","M","D","Planned","Phase A","-","-","high","VR fails or returns negative for SyR-O-002"
"VR-O-003.1","Verify SyR-O-003 by Inspection datasheet + Test ops invernali Pentema","V&V plan for SyR-O-003 (NASA SE §5.3-5.4)","SyR-O-003","VR","SyR-O-003","V&V engineer","M","I+T","Planned","Phase A","-","-","high","VR fails or returns negative for SyR-O-003"
"VR-O-004.1","Verify SyR-O-004 by Demonstration turnaround between missions","V&V plan for SyR-O-004 (NASA SE §5.3-5.4)","SyR-O-004","VR","SyR-O-004","V&V engineer","M","D","Planned","Phase A","-","-","high","VR fails or returns negative for SyR-O-004"
"VR-O-005.1","Verify SyR-O-005 by Inspection crew training certificates","V&V plan for SyR-O-005 (NASA SE §5.3-5.4)","SyR-O-005","VR","SyR-O-005","V&V engineer","M","I","Planned","Pre-A","-","-","high","VR fails or returns negative for SyR-O-005"
"VR-O-006.1","Verify SyR-O-006 by Inspection Operations Manual + SOPs","V&V plan for SyR-O-006 (NASA SE §5.3-5.4)","SyR-O-006","VR","SyR-O-006","V&V engineer","M","I","Planned","Phase A","-","-","high","VR fails or returns negative for SyR-O-006"
"VR-O-007.1","Verify SyR-O-007 by Inspection + Demonstration ENAV LoA + ConOps","V&V plan for SyR-O-007 (NASA SE §5.3-5.4)","SyR-O-007","VR","SyR-O-007","V&V engineer","M","I+D","Open","Phase B","-","-","medium","VR fails or returns negative for SyR-O-007"
"VR-O-008.1","Verify SyR-O-008 by Inspection maintenance plan + spare parts stock","V&V plan for SyR-O-008 (NASA SE §5.3-5.4)","SyR-O-008","VR","SyR-O-008","V&V engineer","M","I","Planned","Phase A","-","-","high","VR fails or returns negative for SyR-O-008"
"VR-S-001.1","Verify SyR-S-001 by Demonstration + Test lost-link behaviour profile","V&V plan for SyR-S-001 (NASA SE §5.3-5.4)","SyR-S-001","VR","SyR-S-001","V&V engineer","M","D+T","Planned","Phase A","-","-","high","VR fails or returns negative for SyR-S-001"
"VR-S-002.1","Verify SyR-S-002 by Test drop parachute recovery","V&V plan for SyR-S-002 (NASA SE §5.3-5.4)","SyR-S-002","VR","SyR-S-002","V&V engineer","M","T","Planned","Phase A","-","-","high","VR fails or returns negative for SyR-S-002"
"VR-S-003.1","Verify SyR-S-003 by Inspection sensor architecture ridondanza","V&V plan for SyR-S-003 (NASA SE §5.3-5.4)","SyR-S-003","VR","SyR-S-003","V&V engineer","M","I","Planned","Phase A","-","-","high","VR fails or returns negative for SyR-S-003"
"VR-S-004.1","Verify SyR-S-004 by Inspection + Demonstration DAA ADS-B integration","V&V plan for SyR-S-004 (NASA SE §5.3-5.4)","SyR-S-004","VR","SyR-S-004","V&V engineer","M","I+D","Open","Phase B","-","-","medium","VR fails or returns negative for SyR-S-004"
"VR-S-005.1","Verify SyR-S-005 by Analysis FTA failure rate calculation","V&V plan for SyR-S-005 (NASA SE §5.3-5.4)","SyR-S-005","VR","SyR-S-005","V&V engineer","M","A","Open","Phase B","-","-","medium","VR fails or returns negative for SyR-S-005"
"VR-S-006.1","Verify SyR-S-006 by Inspection + Test penetration cyber-security","V&V plan for SyR-S-006 (NASA SE §5.3-5.4)","SyR-S-006","VR","SyR-S-006","V&V engineer","M","I+T","Planned","Phase A","-","-","high","VR fails or returns negative for SyR-S-006"
"VR-S-007.1","Verify SyR-S-007 by Inspection + Test geofence enforcement","V&V plan for SyR-S-007 (NASA SE §5.3-5.4)","SyR-S-007","VR","SyR-S-007","V&V engineer","M","I+T","Planned","Phase A","-","-","high","VR fails or returns negative for SyR-S-007"
"VR-S-008.1","Verify SyR-S-008 by Inspection ATEX hangar compliance","V&V plan for SyR-S-008 (NASA SE §5.3-5.4)","SyR-S-008","VR","SyR-S-008","V&V engineer","M","I","Planned","Phase A","-","-","high","VR fails or returns negative for SyR-S-008"
"VR-E-001.1","Verify SyR-E-001 by Inspection powertrain configuration","V&V plan for SyR-E-001 (NASA SE §5.3-5.4)","SyR-E-001","VR","SyR-E-001","V&V engineer","M","I","Planned","Phase A","-","-","high","VR fails or returns negative for SyR-E-001"
"VR-E-002.1","Verify SyR-E-002 by Test ground noise measurement","V&V plan for SyR-E-002 (NASA SE §5.3-5.4)","SyR-E-002","VR","SyR-E-002","V&V engineer","M","T","Planned","Phase A","-","-","high","VR fails or returns negative for SyR-E-002"
"VR-E-003.1","Verify SyR-E-003 by Inspection BoM bio/recycled %","V&V plan for SyR-E-003 (NASA SE §5.3-5.4)","SyR-E-003","VR","SyR-E-003","V&V engineer","M","I","Open","Phase B","TS-MATERIAL","-","medium","VR fails or returns negative for SyR-E-003"
"VR-E-004.1","Verify SyR-E-004 by Analysis LCA cradle-to-grave","V&V plan for SyR-E-004 (NASA SE §5.3-5.4)","SyR-E-004","VR","SyR-E-004","V&V engineer","M","A","Open","Phase A","-","-","medium","VR fails or returns negative for SyR-E-004"
"VR-E-005.1","Verify SyR-E-005 by Inspection EOL/takeback plan documentato","V&V plan for SyR-E-005 (NASA SE §5.3-5.4)","SyR-E-005","VR","SyR-E-005","V&V engineer","M","I","Open","Phase B","-","-","medium","VR fails or returns negative for SyR-E-005"
"VR-C-001.1","Verify SyR-C-001 by Inspection ENAC compliance audit","V&V plan for SyR-C-001 (NASA SE §5.3-5.4)","SyR-C-001","VR","SyR-C-001","V&V engineer","M","I","Planned","Pre-A","-","-","high","VR fails or returns negative for SyR-C-001"
